QueryAccVer,Taxon,Levels,species,genus,family,order,class,phylum,kingdom,method,DB,threshold
ASV_1767,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1768,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1769,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1770,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1771,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1772,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1773,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1774,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1775,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1776,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1777,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1778,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1779,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1780,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1781,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1782,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1783,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1784,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1785,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1786,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1787,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1788,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,IDtaxa,GSL_rl,60
ASV_1789,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1790,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1791,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1792,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1793,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1794,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1795,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1796,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1797,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1798,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1799,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1800,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1801,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1802,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1803,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1804,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1805,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1806,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1807,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1808,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1809,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1810,Ophiura sarsii,species,Ophiura sarsii,Ophiura,Ophiuridae,Ophiurida,Ophiuroidea,Echinodermata,Animalia,IDtaxa,GSL_rl,60
ASV_1811,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1812,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1813,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1814,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1815,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1816,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1817,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1818,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1819,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1820,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1821,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1822,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1823,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1824,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1825,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1826,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1827,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1828,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1829,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1830,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1831,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,IDtaxa,GSL_rl,60
ASV_1832,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1833,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1834,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1835,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1836,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1837,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1838,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1839,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1840,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1841,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1842,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1843,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1844,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1845,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1846,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,IDtaxa,GSL_rl,60
ASV_1847,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1848,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1849,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1850,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1851,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1852,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1853,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1854,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1855,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1856,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1857,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1858,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1859,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1860,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1861,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1862,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1863,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1864,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1865,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1866,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1867,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1868,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1869,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1870,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1871,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1872,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1873,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1874,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1875,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1876,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1877,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1878,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1879,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1880,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1881,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1882,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1883,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1884,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1885,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1886,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1887,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1888,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1889,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1890,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1891,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1892,Scomber scombrus,species,Scomber scombrus,Scomber,Scombridae,Perciformes,Actinopterygii,Chordata,Animalia,IDtaxa,GSL_rl,60
ASV_1893,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1894,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1895,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,IDtaxa,GSL_rl,60
ASV_1896,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1897,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1898,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1899,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1900,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1901,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1902,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1903,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1904,Scoloplos armiger,species,Scoloplos armiger,Scoloplos,Orbiniidae,Orbiniidae_order_incertae_sedis,Polychaeta,Annelida,Animalia,IDtaxa,GSL_rl,60
ASV_1905,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1906,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1907,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1908,Anarhichas minor,species,Anarhichas minor,Anarhichas,Anarhichadidae,Perciformes,Actinopterygii,Chordata,Animalia,IDtaxa,GSL_rl,60
ASV_1909,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1910,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1911,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1912,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1913,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1914,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1915,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1916,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1917,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1918,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1919,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1920,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1921,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1922,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1923,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1924,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1925,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1926,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1927,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1928,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1929,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1930,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1931,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1932,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1933,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1934,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1935,Spiophanes kroyeri,species,Spiophanes kroyeri,Spiophanes,Spionidae,Spionida,Polychaeta,Annelida,Animalia,IDtaxa,GSL_rl,60
ASV_1936,Symplectoscyphus tricuspidatus,species,Symplectoscyphus tricuspidatus,Symplectoscyphus,Symplectoscyphidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,IDtaxa,GSL_rl,60
ASV_1937,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1938,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1939,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1940,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1941,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1942,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1943,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1944,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1945,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,IDtaxa,GSL_rl,60
ASV_1946,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1947,Morone saxatilis,species,Morone saxatilis,Morone,Moronidae,Perciformes,Actinopterygii,Chordata,Animalia,IDtaxa,GSL_rl,60
ASV_1948,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1949,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1950,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1951,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1952,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1953,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1954,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1955,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1956,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1957,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1958,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1959,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1960,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1961,Mytilus edulis,species,Mytilus edulis,Mytilus,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,IDtaxa,GSL_rl,60
ASV_1962,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1963,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1964,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1965,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1966,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1967,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1968,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1969,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1970,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1971,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1972,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1973,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1974,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1975,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1976,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1977,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1978,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1979,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1980,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1981,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1982,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1983,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1984,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1985,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1986,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1987,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1988,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1989,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1990,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1991,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1992,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1993,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1994,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1995,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1996,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1997,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1998,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_1999,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_2000,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_2001,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_2002,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_2003,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_2004,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_2005,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_2006,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_2007,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_2008,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_2009,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_2010,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_2011,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_2012,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_2013,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_2014,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_2015,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_2016,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_2017,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_2018,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_2019,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_2020,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
ASV_2021,Unassigned,NA,NA,NA,NA,NA,NA,NA,NA,IDtaxa,GSL_rl,60
